time_s,true_x,true_y,true_z,measured_x,measured_y,measured_z,filtered_x,filtered_y,filtered_z,snr_db,status
55.0,13000.0,2250.0,7450.0,12994.47,2246.7,7442.83,13002.42,2260.93,7453.16,34.45,CONFIRMED
55.1,12960.0,2245.0,7449.0,12960.65,2242.4,7454.53,12954.73,2256.64,7446.97,30.5,CONFIRMED
55.2,12920.0,2240.0,7448.0,12920.9,2219.86,7427.1,12916.1,2267.3,7439.98,30.51,CONFIRMED
55.3,12880.0,2235.0,7447.0,12875.9,2237.45,7455.69,12877.72,2251.96,7444.5,38.18,CONFIRMED
55.4,12840.0,2230.0,7446.0,12848.31,2222.06,7423.88,12834.61,2236.5,7441.67,32.8,CONFIRMED
55.5,12800.0,2225.0,7445.0,12796.76,2210.66,7446.02,12789.12,2228.18,7430.01,34.06,CONFIRMED
55.6,12760.0,2220.0,7444.0,12768.86,2225.88,7435.6,12748.69,2220.37,7429.76,35.69,CONFIRMED
55.7,12720.0,2215.0,7443.0,12742.99,2210.96,7445.66,12711.95,2201.5,7427.24,27.88,CONFIRMED
55.8,12680.0,2210.0,7442.0,12668.68,2207.89,7439.26,12678.69,2206.74,7438.46,36.69,CONFIRMED
55.9,12640.0,2205.0,7441.0,12645.98,2216.73,7451.13,12620.37,2211.03,7434.39,22.44,CONFIRMED
56.0,12600.0,2200.0,7440.0,12587.76,2196.81,7436.61,12593.02,2199.8,7437.85,31.03,CONFIRMED
56.1,12560.0,2195.0,7439.0,12550.75,2195.35,7438.04,12534.02,2202.37,7448.0,22.53,CONFIRMED
56.2,12520.0,2190.0,7438.0,12552.28,2183.83,7458.49,12491.36,2193.93,7451.37,27.05,CONFIRMED
56.3,12480.0,2185.0,7437.0,12482.44,2180.97,7448.47,12465.1,2186.29,7446.3,41.47,CONFIRMED
56.4,12440.0,2180.0,7436.0,12465.17,2243.94,7496.18,12430.64,2179.67,7440.91,39.33,CONFIRMED
56.5,12400.0,2175.0,7435.0,12403.18,2162.37,7423.07,12396.65,2182.59,7437.84,34.27,CONFIRMED
56.6,12360.0,2170.0,7434.0,12354.23,2175.35,7436.75,12361.71,2199.63,7432.67,30.85,CONFIRMED
56.7,12320.0,2165.0,7433.0,12315.63,2145.9,7437.87,12326.94,2182.4,7430.23,37.6,CONFIRMED
56.8,12280.0,2160.0,7432.0,12270.44,2156.72,7428.74,12281.83,2170.05,7432.97,35.64,CONFIRMED
56.9,12240.0,2155.0,7431.0,12254.08,2159.71,7442.87,12242.75,2161.39,7430.15,38.11,CONFIRMED
57.0,12200.0,2150.0,7430.0,12180.2,2142.99,7424.76,12181.72,2157.2,7436.44,22.9,CONFIRMED
57.1,12160.0,2145.0,7429.0,12146.96,2129.76,7433.29,12146.63,2149.31,7433.03,41.47,CONFIRMED
57.2,12120.0,2140.0,7428.0,12119.58,2131.1,7434.61,12116.27,2133.14,7425.91,32.89,CONFIRMED
57.3,12080.0,2135.0,7427.0,12083.24,2155.7,7455.51,12072.22,2124.01,7424.54,34.96,CONFIRMED
57.4,12040.0,2130.0,7426.0,12084.67,2109.15,7440.42,12037.36,2122.85,7424.07,36.4,CONFIRMED
57.5,12000.0,2125.0,7425.0,11999.19,2121.2,7427.81,11995.82,2126.17,7425.26,37.08,CONFIRMED
57.6,11960.0,2120.0,7424.0,11950.74,2114.03,7419.98,11961.05,2119.54,7424.57,34.27,CONFIRMED
57.7,11920.0,2115.0,7423.0,11940.5,2078.28,7428.1,11917.18,2096.84,7414.68,28.1,CONFIRMED
57.8,11880.0,2110.0,7422.0,11873.27,2118.08,7421.96,11877.55,2086.29,7437.77,23.24,CONFIRMED
57.9,11840.0,2105.0,7421.0,11856.31,2121.31,7440.94,11839.61,2090.27,7427.65,38.16,CONFIRMED
58.0,11800.0,2100.0,7420.0,11804.73,2107.66,7422.86,11801.65,2092.88,7425.4,44.17,CONFIRMED
58.1,11760.0,2095.0,7419.0,11754.51,2082.64,7414.31,11782.91,2096.04,7422.65,30.62,CONFIRMED
58.2,11720.0,2090.0,7418.0,11710.39,2092.43,7399.84,11735.87,2090.66,7410.12,30.1,CONFIRMED
58.3,11680.0,2085.0,7417.0,11683.17,2084.8,7409.09,11686.45,2084.7,7410.34,39.95,CONFIRMED
58.4,11640.0,2080.0,7416.0,11703.7,2032.58,7443.0,11640.09,2060.26,7405.13,23.5,CONFIRMED
58.5,11600.0,2075.0,7415.0,11635.26,2067.04,7422.82,11607.4,2062.51,7411.81,30.84,CONFIRMED
58.6,11560.0,2070.0,7414.0,11565.44,2060.92,7404.65,11566.03,2065.31,7408.78,36.07,CONFIRMED
58.7,11520.0,2065.0,7413.0,11512.99,2046.48,7402.34,11524.74,2058.39,7418.35,29.56,CONFIRMED
58.8,11480.0,2060.0,7412.0,11495.11,2038.86,7408.73,11478.45,2061.7,7415.0,36.11,CONFIRMED
58.9,11440.0,2055.0,7411.0,11447.98,2078.23,7419.2,11438.35,2055.06,7414.89,32.57,CONFIRMED
59.0,11400.0,2050.0,7410.0,11404.7,2052.14,7418.32,11398.33,2057.48,7410.86,37.37,CONFIRMED
59.1,11360.0,2045.0,7409.0,11305.69,2057.66,7408.87,11357.72,2050.22,7412.35,37.03,CONFIRMED
59.2,11320.0,2040.0,7408.0,11321.15,2045.72,7401.04,11329.52,2043.04,7411.4,36.46,CONFIRMED
59.3,11280.0,2035.0,7407.0,11278.47,2043.62,7400.62,11304.22,2049.16,7391.22,26.12,CONFIRMED
59.4,11240.0,2030.0,7406.0,11231.76,2015.76,7389.39,11249.88,2034.22,7409.71,32.95,CONFIRMED
59.5,11200.0,2025.0,7405.0,11206.86,2037.57,7418.9,11199.46,2032.03,7411.15,31.83,CONFIRMED
59.6,11160.0,2020.0,7404.0,11138.49,2018.26,7404.08,11134.24,2027.69,7419.1,24.02,CONFIRMED
59.7,11120.0,2015.0,7403.0,11123.27,2004.6,7401.55,11103.29,2019.25,7414.46,40.44,CONFIRMED
59.8,11080.0,2010.0,7402.0,11107.96,1967.28,7407.58,11077.34,2016.41,7435.79,24.59,CONFIRMED
59.9,11040.0,2005.0,7401.0,11047.24,2003.61,7398.15,11038.26,2008.98,7419.25,40.5,CONFIRMED
